Repo,Folder Path,Has Docker,Port,PoC Logic,Show Description,Vulnerabilities
chris-anley_cq,local_repos/chris-anley_cq,Yes,,RCE,"This repository provides rce, deserialization, header injection proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['RCE', 'Deserialization', 'Header Injection', 'LFI/RFI']"
burp-send-to,local_repos/burp-send-to,No,,RCE,"This repository provides lfi/rfi, path traversal, rce proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'Path Traversal', 'RCE']"
vulnx,local_repos/vulnx,Yes,,"RCE, RFI","This repository provides rce, path traversal, ssrf proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['RCE', 'Path Traversal', 'SSRF', 'XSS', 'LFI/RFI']"
nacs,local_repos/nacs,No,,RCE,"This repository provides rce, header injection, xss proof-of-concept demonstrating web-based attack vectors.","['RCE', 'Header Injection', 'XSS', 'LFI/RFI', 'SSRF', 'Path Traversal', 'SQL Injection', 'Deserialization']"
cartography,local_repos/cartography,Yes,4,RCE,"This repository provides rce, lfi/rfi, ssrf proof-of-concept with Docker deployment on port 4 demonstrating web-based attack vectors.","['RCE', 'LFI/RFI', 'SSRF', 'SQL Injection', 'Header Injection', 'Deserialization', 'Path Traversal', 'XSS']"
AVByPass,local_repos/AVByPass,No,,RCE,"This repository provides xss, rce, deserialization proof-of-concept demonstrating web-based attack vectors.","['XSS', 'RCE', 'Deserialization', 'SSRF']"
pyattck,local_repos/pyattck,Yes,,"RCE, RFI",Security research repository - pyattck,[]
upx,local_repos/upx,Yes,,RCE,"This repository provides header injection, lfi/rfi, rce proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['Header Injection', 'LFI/RFI', 'RCE', 'Path Traversal']"
inoutcode_ethereum_book,local_repos/inoutcode_ethereum_book,No,,LFI/RFI,"This repository provides lfi/rfi, path traversal proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'Path Traversal']"
iceyhexman_onlinetools,local_repos/iceyhexman_onlinetools,Yes,8000,RCE,"This repository provides ssrf, xss, rce proof-of-concept with Docker deployment on port 8000 demonstrating web-based attack vectors.","['SSRF', 'XSS', 'RCE', 'LFI/RFI', 'Path Traversal', 'SQL Injection', 'Header Injection']"
posta,local_repos/posta,No,,RCE,"This repository provides ssrf, lfi/rfi, path traversal proof-of-concept demonstrating web-based attack vectors.","['SSRF', 'LFI/RFI', 'Path Traversal', 'XSS', 'Header Injection', 'RCE', 'SQL Injection']"
form-generator,local_repos/form-generator,No,,RCE,"This repository provides header injection, xss, lfi/rfi proof-of-concept demonstrating web-based attack vectors.","['Header Injection', 'XSS', 'LFI/RFI', 'Path Traversal', 'SQL Injection', 'RCE', 'SSRF']"
ui-for-docker,local_repos/ui-for-docker,Yes,9000,RCE,"This repository provides xss, header injection, lfi/rfi proof-of-concept with Docker deployment on port 9000 demonstrating web-based attack vectors.","['XSS', 'Header Injection', 'LFI/RFI', 'Path Traversal', 'RCE', 'SSRF']"
BurpBountyPlus,local_repos/BurpBountyPlus,No,,XSS,"This repository provides lfi/rfi, path traversal, header injection proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'Path Traversal', 'Header Injection', 'XSS']"
rasa,local_repos/rasa,Yes,5005,RCE,"This repository provides lfi/rfi, rce, sql injection proof-of-concept with Docker deployment on port 5005 demonstrating web-based attack vectors.","['LFI/RFI', 'RCE', 'SQL Injection', 'Header Injection', 'SSRF', 'Path Traversal', 'XSS', 'Deserialization']"
MA3STR0_kimsufi-crawler,local_repos/MA3STR0_kimsufi-crawler,Yes,,RCE,"This repository provides ssrf, rce proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['SSRF', 'RCE']"
hugo-theme-even,local_repos/hugo-theme-even,No,,RCE,"This repository provides xss, ssrf, lfi/rfi proof-of-concept demonstrating web-based attack vectors.","['XSS', 'SSRF', 'LFI/RFI', 'Header Injection', 'SQL Injection', 'RCE', 'Path Traversal']"
crowsec,local_repos/crowsec,No,,RCE,"This repository provides ssrf, header injection, sql injection proof-of-concept demonstrating web-based attack vectors.","['SSRF', 'Header Injection', 'SQL Injection', 'RCE', 'LFI/RFI', 'Path Traversal', 'XSS']"
chrome-extension-boilerplate-react-vite,local_repos/chrome-extension-boilerplate-react-vite,No,,RCE,"This repository provides xss, lfi/rfi, path traversal proof-of-concept demonstrating web-based attack vectors.","['XSS', 'LFI/RFI', 'Path Traversal', 'SQL Injection', 'RCE']"
o365-attack-toolkit,local_repos/o365-attack-toolkit,No,,RCE,"This repository provides lfi/rfi, ssrf, sql injection proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'SSRF', 'SQL Injection', 'XSS', 'Header Injection', 'RCE']"
EasyBurpVuln,local_repos/EasyBurpVuln,No,,XSS,"This repository provides xss, lfi/rfi, path traversal proof-of-concept demonstrating web-based attack vectors.","['XSS', 'LFI/RFI', 'Path Traversal']"
shiro-exploit,local_repos/shiro-exploit,No,,RCE,"This repository provides rce, ssrf proof-of-concept demonstrating web-based attack vectors.","['RCE', 'SSRF']"
GOAD,local_repos/GOAD,Yes,,RCE,"This repository provides sql injection, lfi/rfi, path traversal proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['SQL Injection', 'LFI/RFI', 'Path Traversal', 'XSS', 'RCE', 'Header Injection', 'SSRF']"
feishu-openai,local_repos/feishu-openai,Yes,1,RCE,"This repository provides ssrf, lfi/rfi, path traversal proof-of-concept with Docker deployment on port 1 demonstrating web-based attack vectors.","['SSRF', 'LFI/RFI', 'Path Traversal', 'Header Injection']"
PicGo,local_repos/PicGo,No,,"RCE, RFI","This repository provides rce, lfi/rfi, deserialization proof-of-concept demonstrating web-based attack vectors.","['RCE', 'LFI/RFI', 'Deserialization', 'Path Traversal', 'XSS', 'SQL Injection']"
testssl.sh,local_repos/testssl.sh,Yes,,"RCE, RFI","This repository provides lfi/rfi, sql injection, xss proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['LFI/RFI', 'SQL Injection', 'XSS', 'Header Injection', 'RCE', 'Path Traversal']"
carbon,local_repos/carbon,No,,RCE,"This repository provides lfi/rfi, path traversal, xss proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'Path Traversal', 'XSS', 'Header Injection', 'RCE']"
fibratus,local_repos/fibratus,No,,RCE,"This repository provides lfi/rfi, rce, header injection proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'RCE', 'Header Injection', 'SSRF', 'XSS', 'Path Traversal', 'SQL Injection']"
dqzboy_Docker-Proxy,local_repos/dqzboy_Docker-Proxy,Yes,1,RCE,"This repository provides lfi/rfi, header injection, ssrf proof-of-concept with Docker deployment on port 1 demonstrating web-based attack vectors.","['LFI/RFI', 'Header Injection', 'SSRF', 'RCE', 'Path Traversal', 'SQL Injection', 'XSS']"
Awesome-hacking-tools,local_repos/Awesome-hacking-tools,No,,RCE,"This repository provides rce, ssrf, path traversal proof-of-concept demonstrating web-based attack vectors.","['RCE', 'SSRF', 'Path Traversal', 'LFI/RFI']"
watermark-pro,local_repos/watermark-pro,No,,RCE,This repository provides sql injection proof-of-concept demonstrating web-based attack vectors.,['SQL Injection']
joannesource_docker-tt-rss-arm7,local_repos/joannesource_docker-tt-rss-arm7,Yes,80,"RCE, RFI","This repository provides rce, ssrf, sql injection proof-of-concept with Docker deployment on port 80 demonstrating web-based attack vectors.","['RCE', 'SSRF', 'SQL Injection', 'LFI/RFI']"
poro,local_repos/poro,No,,RCE,"This repository provides sql injection, ssrf, lfi/rfi proof-of-concept demonstrating web-based attack vectors.","['SQL Injection', 'SSRF', 'LFI/RFI', 'RCE', 'Header Injection', 'XSS', 'Path Traversal', 'Deserialization']"
naiveproxy,local_repos/naiveproxy,Yes,,RCE,"This repository provides lfi/rfi, rce, path traversal proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['LFI/RFI', 'RCE', 'Path Traversal', 'SQL Injection', 'XSS', 'Header Injection', 'Deserialization', 'SSRF']"
abhinavsingh_proxy.py,local_repos/abhinavsingh_proxy.py,Yes,8899/tcp,"RCE, XSS","This repository provides lfi/rfi, rce, header injection proof-of-concept with Docker deployment on port 8899/tcp demonstrating web-based attack vectors.","['LFI/RFI', 'RCE', 'Header Injection', 'SSRF', 'Path Traversal', 'SQL Injection', 'XSS']"
lockfale_OSINT-Framework,local_repos/lockfale_OSINT-Framework,No,,RCE,"This repository provides lfi/rfi, xss, header injection proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'XSS', 'Header Injection', 'RCE']"
at-ui,local_repos/at-ui,No,,XSS,"This repository provides xss, lfi/rfi, path traversal proof-of-concept demonstrating web-based attack vectors.","['XSS', 'LFI/RFI', 'Path Traversal']"
PaperMtn_slack-watchman,local_repos/PaperMtn_slack-watchman,Yes,,RCE,"This repository provides lfi/rfi, ssrf, header injection proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['LFI/RFI', 'SSRF', 'Header Injection']"
cloudquery,local_repos/cloudquery,Yes,,RCE,"This repository provides lfi/rfi, path traversal, header injection proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['LFI/RFI', 'Path Traversal', 'Header Injection', 'SSRF', 'RCE', 'SQL Injection']"
ethereum_book,local_repos/ethereum_book,No,,LFI/RFI,"This repository provides lfi/rfi, path traversal proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'Path Traversal']"
moby,local_repos/moby,Yes,,RCE,"This repository provides lfi/rfi, rce, header injection proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['LFI/RFI', 'RCE', 'Header Injection', 'SSRF', 'Path Traversal', 'XSS', 'SQL Injection']"
infobyte_faraday,local_repos/infobyte_faraday,Yes,6379,RCE,"This repository provides sql injection, lfi/rfi, ssrf proof-of-concept with Docker deployment on port 6379 demonstrating web-based attack vectors.","['SQL Injection', 'LFI/RFI', 'SSRF', 'RCE', 'XSS', 'Deserialization', 'Header Injection', 'Path Traversal']"
CVE-2021-29447,local_repos/CVE-2021-29447,Yes,8,Web Application,Security research repository - CVE-2021-29447,[]
Python24,local_repos/Python24,No,,RCE,"This repository provides xss, lfi/rfi, path traversal proof-of-concept demonstrating web-based attack vectors.","['XSS', 'LFI/RFI', 'Path Traversal', 'SQL Injection', 'Header Injection', 'RCE', 'SSRF']"
cq,local_repos/cq,Yes,,RCE,"This repository provides rce, deserialization, header injection proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['RCE', 'Deserialization', 'Header Injection', 'LFI/RFI']"
GobyExtension,local_repos/GobyExtension,No,,"RCE, LFI","This repository provides rce, lfi/rfi, ssrf proof-of-concept demonstrating web-based attack vectors.","['RCE', 'LFI/RFI', 'SSRF', 'XSS', 'Path Traversal', 'SQL Injection', 'Header Injection']"
dorothy,local_repos/dorothy,No,,SQL Injection,"This repository provides lfi/rfi, header injection, sql injection proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'Header Injection', 'SQL Injection']"
sec-admin,local_repos/sec-admin,Yes,,SQL Injection,"This repository provides ssrf, rce, lfi/rfi proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['SSRF', 'RCE', 'LFI/RFI', 'Path Traversal', 'XSS']"
safe-regex,local_repos/safe-regex,No,,RCE,"This repository provides lfi/rfi, path traversal proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'Path Traversal']"
SpringScan,local_repos/SpringScan,No,,RCE,"This repository provides rce, ssrf, header injection proof-of-concept demonstrating web-based attack vectors.","['RCE', 'SSRF', 'Header Injection']"
yujiangshui_A-Programmers-Guide-to-English,local_repos/yujiangshui_A-Programmers-Guide-to-English,No,,RCE,"This repository provides lfi/rfi, path traversal, xss proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'Path Traversal', 'XSS', 'Header Injection', 'RCE']"
acumen,local_repos/acumen,No,,RCE,"This repository provides rce, lfi/rfi, ssrf proof-of-concept demonstrating web-based attack vectors.","['RCE', 'LFI/RFI', 'SSRF', 'Path Traversal', 'XSS', 'Header Injection']"
potats0_CasExp,local_repos/potats0_CasExp,No,,RCE,"This repository provides deserialization, rce proof-of-concept demonstrating web-based attack vectors.","['Deserialization', 'RCE']"
kuaifan_dootask,local_repos/kuaifan_dootask,Yes,8,RCE,"This repository provides header injection, xss, lfi/rfi proof-of-concept with Docker deployment on port 8 demonstrating web-based attack vectors.","['Header Injection', 'XSS', 'LFI/RFI', 'SSRF', 'Path Traversal', 'SQL Injection', 'RCE', 'Deserialization']"
tor2proxy,local_repos/tor2proxy,Yes,,RCE,"This repository provides rce, lfi/rfi, ssrf proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['RCE', 'LFI/RFI', 'SSRF']"
ligolo,local_repos/ligolo,No,,Web Application,Security research repository - ligolo,[]
tprox,local_repos/tprox,Yes,3000,"RCE, LFI",Security research repository - tprox,[]
easyImages,local_repos/easyImages,No,,RCE,"This repository provides header injection, lfi/rfi, xss proof-of-concept demonstrating web-based attack vectors.","['Header Injection', 'LFI/RFI', 'XSS', 'Path Traversal', 'SQL Injection', 'RCE']"
lsassy,local_repos/lsassy,No,,RCE,"This repository provides rce, lfi/rfi proof-of-concept demonstrating web-based attack vectors.","['RCE', 'LFI/RFI']"
frps,local_repos/frps,Yes,,Web Application,Security research repository - frps,[]
bugbountytips,local_repos/bugbountytips,No,,RCE,"This repository provides rce, lfi/rfi, path traversal proof-of-concept demonstrating web-based attack vectors.","['RCE', 'LFI/RFI', 'Path Traversal', 'SSRF', 'XSS']"
bbrf-server,local_repos/bbrf-server,Yes,1,RCE,This repository provides rce proof-of-concept with Docker deployment on port 1 demonstrating web-based attack vectors.,['RCE']
vue-cli3.0-vueadmin,local_repos/vue-cli3.0-vueadmin,No,,SSRF,This repository provides ssrf proof-of-concept demonstrating web-based attack vectors.,['SSRF']
WindySha_Xpatch,local_repos/WindySha_Xpatch,No,,RCE,"This repository provides lfi/rfi, path traversal, header injection proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'Path Traversal', 'Header Injection', 'RCE']"
awd_auto_attack_framework,local_repos/awd_auto_attack_framework,Yes,,RCE,"This repository provides rce, lfi/rfi, ssrf proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['RCE', 'LFI/RFI', 'SSRF', 'XSS', 'Header Injection']"
rpicard_explore-flask,local_repos/rpicard_explore-flask,No,,SQL Injection,"This repository provides sql injection, xss proof-of-concept demonstrating web-based attack vectors.","['SQL Injection', 'XSS']"
upx_upx,local_repos/upx_upx,Yes,,RCE,"This repository provides header injection, lfi/rfi, rce proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['Header Injection', 'LFI/RFI', 'RCE', 'Path Traversal']"
exa-mcp-server,local_repos/exa-mcp-server,Yes,3000,RCE,"This repository provides ssrf, lfi/rfi proof-of-concept with Docker deployment on port 3000 demonstrating web-based attack vectors.","['SSRF', 'LFI/RFI']"
fastfinder,local_repos/fastfinder,No,,RCE,"This repository provides lfi/rfi, path traversal, xss proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'Path Traversal', 'XSS', 'Header Injection', 'SSRF', 'RCE']"
h4cker,local_repos/h4cker,No,,RCE,"This repository provides lfi/rfi, rce, header injection proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'RCE', 'Header Injection', 'Path Traversal', 'SQL Injection', 'XSS', 'SSRF', 'Deserialization']"
Mixeway_MixewayHub,local_repos/Mixeway_MixewayHub,Yes,443,RCE,"This repository provides lfi/rfi, path traversal, rce proof-of-concept with Docker deployment on port 443 demonstrating web-based attack vectors.","['LFI/RFI', 'Path Traversal', 'RCE']"
lal0ne_vulnerability,local_repos/lal0ne_vulnerability,Yes,,RCE,"This repository provides lfi/rfi, path traversal, ssrf proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['LFI/RFI', 'Path Traversal', 'SSRF', 'XSS', 'SQL Injection', 'RCE', 'Header Injection', 'Deserialization']"
Vulnerability-Wiki,local_repos/Vulnerability-Wiki,Yes,3,"RFI, Auth Bypass","This repository provides rce, xss, lfi/rfi proof-of-concept with Docker deployment on port 3 demonstrating web-based attack vectors.","['RCE', 'XSS', 'LFI/RFI', 'Path Traversal', 'Deserialization', 'SSRF', 'Header Injection', 'SQL Injection']"
